resistance_ohm,capacitance_f,inductance_h,forward_voltage_v,current_gain,power_rating_w,max_voltage_v,label
3745407.4430724364,0.0,0.0,0.0,0.0,4.759732243748341,372.69712236041744,0
5986588.855385524,0.0,0.0,0.0,0.0,0.885590872156878,99.09739715969626,0
580845.540845873,0.0,0.0,0.0,0.0,4.347608710652809,310.5296305780242,0
7080728.697234677,0.0,0.0,0.0,0.0,0.22534940969203693,485.7071797769473,0
8324428.08357781,0.0,0.0,0.0,0.0,1.1601531645565963,111.36685942337279,0
1834053.2644892395,0.0,0.0,0.0,0.0,1.6081809344277465,274.259305025313,0
4319455.866970971,0.0,0.0,0.0,0.0,1.5447420584654543,315.63012499313027,0
1394947.2115818118,0.0,0.0,0.0,0.0,1.5492051616091884,199.02187556450355,0
4560705.281470517,0.0,0.0,0.0,0.0,3.9527328117909413,119.84504652522088,0
5142349.241791732,0.0,0.0,0.0,0.0,3.013021023202457,47.06394604199892,0
6075452.443565865,0.0,0.0,0.0,0.0,0.9563051029755462,55.899506668007774,0
9488855.88367796,0.0,0.0,0.0,0.0,4.832456161238477,408.98874035531907,0
3046144.6455960153,0.0,0.0,0.0,0.0,0.6011515557811213,350.0106875932745,0
4401530.5358710755,0.0,0.0,0.0,0.0,0.7199363948682967,260.2090323028533,0
343894.8672669728,0.0,0.0,0.0,0.0,4.557936960134063,147.92049126000802,0
6625226.218316976,0.0,0.0,0.0,0.0,1.6445914959358785,272.03231005946014,0
5467107.326330003,0.0,0.0,0.0,0.0,1.0261654706869443,485.5526981881653,0
7751330.482282912,0.0,0.0,0.0,0.0,4.705057340125422,450.0429914531332,0
5979003.809111063,0.0,0.0,0.0,0.0,4.619136895737695,67.03393847466177,0
1959836.6643628278,0.0,0.0,0.0,0.0,0.3454830334388731,179.53190711255056,0
3886779.0101219234,0.0,0.0,0.0,0.0,1.4478265298977426,418.65031684716644,0
3567539.6994026257,0.0,0.0,0.0,0.0,1.4945557347259812,282.78063950016804,0
1409250.8405053767,0.0,0.0,0.0,0.0,4.035710281175943,60.41155574789114,0
9868869.497135807,0.0,0.0,0.0,0.0,3.889693250321205,119.3899487287319,0
55231.116014852756,0.0,0.0,0.0,0.0,4.1003744637173165,360.75723832761815,0
7290074.390338193,0.0,0.0,0.0,0.0,3.8849429400939854,60.17120957369292,0
3584663.700785441,0.0,0.0,0.0,0.0,0.6898616651850074,434.97412729090695,0
6232985.035294311,0.0,0.0,0.0,0.0,1.7381278711566648,55.19021638586123,0
3109830.107333405,0.0,0.0,0.0,0.0,1.7102686948803918,371.5629347105804,0
6375578.337977418,0.0,0.0,0.0,0.0,4.450162120059592,249.30208945192592,0
1195951.2634405575,0.0,0.0,0.0,0.0,3.6020683377121006,386.37289809302627,0
5612776.362922987,0.0,0.0,0.0,0.0,3.8834650022784847,259.55290827308556,0
5227333.066491647,0.0,0.0,0.0,0.0,2.2092624644979293,37.074085203445215,0
1078923.1910187746,0.0,0.0,0.0,0.0,0.2782172802228295,327.2949453502957,0
3143566.667203456,0.0,0.0,0.0,0.0,2.604282119427926,456.09407511489417,0
2492929.798566458,0.0,0.0,0.0,0.0,2.125616749798695,383.8867908079481,0
2287989.3669345696,0.0,0.0,0.0,0.0,0.5002770604153659,162.6319401340398,0
1612221.2603271718,0.0,0.0,0.0,0.0,4.657276055170044,408.85718029309805,0
6334041.231066669,0.0,0.0,0.0,0.0,4.373370377165124,406.74423652707935,0
1865708.7231597695,0.0,0.0,0.0,0.0,4.476225117638641,281.1875649099341,0
8074403.477239073,0.0,0.0,0.0,0.0,4.4934450871270295,176.05165061163535,0
1100528.1447575223,0.0,0.0,0.0,0.0,1.2361839173919658,227.87619959747175,0
8180149.479077272,0.0,0.0,0.0,0.0,4.321061593374674,28.302262002315583,0
5107477.918302632,0.0,0.0,0.0,0.0,2.1598786403502976,130.50120997359687,0
1198662.4746831546,0.0,0.0,0.0,0.0,1.7708739605926862,472.8821093584466,0
3232036.0881782323,0.0,0.0,0.0,0.0,2.6541042809989097,358.93400547520946,0
3636302.387496916,0.0,0.0,0.0,0.0,4.862437653264683,482.16246509750283,0
2517830.440430683,0.0,0.0,0.0,0.0,2.549086466225379,167.91719716296558,0
2848412.0953697325,0.0,0.0,0.0,0.0,0.3048238683533474,314.543058640451,0
5026795.205498382,0.0,0.0,0.0,0.0,0.3759589123436981,157.35707051239044,0
9082659.777007677,0.0,0.0,0.0,0.0,1.2928642170014906,93.82506424333097,0
4894532.708248028,0.0,0.0,0.0,0.0,4.930045963789178,139.9762539679627,0
6721358.752703312,0.0,0.0,0.0,0.0,3.8378956247274982,137.87783339638986,0
7282166.203955109,0.0,0.0,0.0,0.0,1.9179427720063595,325.34526953195024,0
6335300.772311839,0.0,0.0,0.0,0.0,2.7369015848644476,67.88764077584395,0
8353026.602867424,0.0,0.0,0.0,0.0,1.6888028167372122,113.59629243993076,0
407761.0077962236,0.0,0.0,0.0,0.0,3.0056030980426787,346.84307187508415,0
165888.12340027225,0.0,0.0,0.0,0.0,2.6214536592089948,132.58549321902052,0
6451731.452366594,0.0,0.0,0.0,0.0,0.9750363413993333,353.1954255986713,0
3867359.595651911,0.0,0.0,0.0,0.0,4.69155869509158,90.3224484693468,0
3410670.0998390745,0.0,0.0,0.0,0.0,0.6781834160478717,464.2294686823173,0
8773394.760416277,0.0,0.0,0.0,0.0,1.3824654351113836,338.492421866235,0
8172223.829790156,0.0,0.0,0.0,0.0,2.831603956547379,276.58402471910307,0
2418530.4904816076,0.0,0.0,0.0,0.0,0.5788759930537586,451.1774850278302,0
9004181.567452732,0.0,0.0,0.0,0.0,3.211369604207181,186.0391507481328,0
3492102.254030863,0.0,0.0,0.0,0.0,3.664033934492417,451.1273734774741,0
8870865.37178693,0.0,0.0,0.0,0.0,3.9268932860559165,329.9650319232867,0
841408.8085508384,0.0,0.0,0.0,0.0,0.9129399812112421,451.81323955036265,0
6064294.532305303,0.0,0.0,0.0,0.0,0.16983562663106955,73.19898286136525,0
6635021.056062867,0.0,0.0,0.0,0.0,0.1496752212503161,101.38382442331186,0
5487342.4063279675,0.0,0.0,0.0,0.0,3.4979890887518796,334.6815982637352,0
2242700.851912503,0.0,0.0,0.0,0.0,3.596873704069237,137.69331656098004,0
3254003.7275956958,0.0,0.0,0.0,0.0,3.7641455999503677,333.57562704742696,0
8492235.612707675,0.0,0.0,0.0,0.0,3.330862849964174,294.946586584349,0
936756.7415332465,0.0,0.0,0.0,0.0,1.9176145399147384,150.97112464881957,0
2439903.993894402,0.0,0.0,0.0,0.0,4.868426454418172,211.72141921671118,0
8920466.631305581,0.0,0.0,0.0,0.0,3.2018008017366566,402.535369182283,0
5026375.90468099,0.0,0.0,0.0,0.0,2.9374064375535007,258.9459045639603,0
1952437.925550567,0.0,0.0,0.0,0.0,3.6469540618998386,158.3668721594065,0
243169.4211548741,0.0,0.0,0.0,0.0,3.271677442547443,109.12757271834825,0
9404586.438943299,0.0,0.0,0.0,0.0,4.775401812887614,459.56058535471306,0
3701593.3009674414,0.0,0.0,0.0,0.0,0.2003510055782287,465.95131722916955,0
4281847.20133166,0.0,0.0,0.0,0.0,4.837442242837889,482.7194891173951,0
8530096.024579046,0.0,0.0,0.0,0.0,1.5604383488392302,207.9214210859145,0
8511368.203801854,0.0,0.0,0.0,0.0,1.6699947751368536,105.50905467589394,0
5568017.056570877,0.0,0.0,0.0,0.0,4.688754524033807,355.6141534206122,0
5700616.000281949,0.0,0.0,0.0,0.0,0.5987354071324966,317.12843268210565,0
9900538.600504132,0.0,0.0,0.0,0.0,0.8079095742780547,271.20658487277495,0
8773731.945548834,0.0,0.0,0.0,0.0,3.7362470115517468,356.08247697275226,0
7024843.815030253,0.0,0.0,0.0,0.0,1.8775193621963064,164.45612602563435,0
8093613.461173581,0.0,0.0,0.0,0.0,4.074302799061006,436.85935132554926,0
9132406.393159188,0.0,0.0,0.0,0.0,2.6177941944470717,263.2202399764198,0
7982953.806715962,0.0,0.0,0.0,0.0,3.293574162541605,358.4342666974091,0
7957928.736434316,0.0,0.0,0.0,0.0,4.463776041360636,185.5476995044795,0
3755835.7705699136,0.0,0.0,0.0,0.0,0.5831619567242363,299.68306697318263,0
359432.37854468287,0.0,0.0,0.0,0.0,2.3947903383957434,282.7562014860989,0
2865419.6558703226,0.0,0.0,0.0,0.0,3.0053121452739275,39.48761872104848,0
373491.5140102567,0.0,0.0,0.0,0.0,4.135177733215834,196.09055467034986,0
1270613.8559137213,0.0,0.0,0.0,0.0,2.6709358927671714,390.74693772184014,0
2158218.1167581566,0.0,0.0,0.0,0.0,3.1615910696176264,65.5400458720398,0
516826.6948688653,0.0,0.0,0.0,0.0,2.7153538288947217,281.8016827648006,0
6374302.64068305,0.0,0.0,0.0,0.0,3.664695251897975,488.52973774470394,0
5163008.32000847,0.0,0.0,0.0,0.0,1.699412805588574,402.71344251513426,0
2708329.8042982295,0.0,0.0,0.0,0.0,2.2649856759399762,62.26678113757633,0
253517.18064714095,0.0,0.0,0.0,0.0,4.817911021554885,422.0905572432978,0
6959745.101194919,0.0,0.0,0.0,0.0,2.118645604019566,107.31480203365174,0
